idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family
7698,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]([O+:5]=[C-:6][H:16])([C:7]([H:17])([H:18])[H:19])[H:15])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H12O/c1-5(2)6(3)7-4/h4-6H,1-3H3/t6-/m0/s1",104.78284000000001,47.67143,
7699,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([O:5][C@:6]([C:4][H:15])([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H12O/c1-5(2)7-6(3)4/h1,5-6H,2-4H3/t5-/m1/s1",112.45992,76.56298000000001,
7700,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C-:4]=[O+:5][C:6]([C:7]([H:17])([H:18])[H:19])([H:15])[H:16])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H12O/c1-4-7-5-6(2)3/h6H,4H2,1-3H3",76.51196,38.49455,
7701,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])=[C:4]([C@@:6]([O:5][H:11])([C:7]([H:17])([H:18])[H:19])[H:16])[H:15])([H:8])([H:9])[H:10],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H12O/c1-5(2)4-6(3)7/h4,6-7H,1-3H3/t6-/m0/s1",65.48913,-5.54079,
7702,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O+:5]=[C-:6]1)[H:11])([H:8])([H:9])[H:10].[C:7]([H:16])([H:17])([H:18])[H:19],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C5H8O.CH4/c1-4(2)5-3-6-5;/h4-5H,1-2H3;1H4/t5-;/m0./s1",92.72168,55.10787,
7703,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]([H:12])[H:13])[C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])([H:8])([H:9])[H:10].[H:11][H:14],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H10O.H2/c1-4(2)6-5(3)7-6;/h5-6H,1H2,2-3H3;1H/t5-,6+;/m0./s1",113.15513999999999,29.953129999999998,
7704,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]([O:5][C:7]([H:17])([H:18])[H:19])([C:6][H:16])[H:15])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H12O/c1-5(2)6(3)7-4/h3,5-6H,1-2,4H3/t6-/m0/s1",114.61171000000002,83.18073000000001,
7705,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C:6]1=[C:7]([H:17])[H:19])[H:11])([H:8])([H:9])[H:10].[H:16][H:18],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H10O.H2/c1-4(2)6-5(3)7-6;/h4,6H,3H2,1-2H3;1H/t6-;/m1./s1",116.40247,34.71823,
7706,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])=[C:4]([O:5][C:6](=[C:7]([H:17])[H:19])[H:16])[H:15])([H:8])([H:9])[H:10].[H:11][H:18],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H10O.H2/c1-4-7-5-6(2)3;/h4-5H,1H2,2-3H3;1H",78.18603,24.95336,
7707,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([H:8])([H:9])([H:10])[H:11].[C:2]([C:3]([H:12])([H:13])[H:14])[C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C5H8O.CH4/c1-3-5-4(2)6-5;/h4-5H,1-2H3;1H4/t4-,5+;/m0./s1",91.48194000000001,85.52463,
7708,[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]1([H:15])[O:5][C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]([O:5][H:18])([C:6](=[C:7]([H:17])[H:19])[H:16])[H:15])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H12O/c1-4-6(7)5(2)3/h4-7H,1H2,2-3H3/t6-/m0/s1",61.060990000000004,-3.73869,
7709,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:3]1\[O:4][C@:5]([C:6]([H:12])([H:13])[H:14])([H:11])[C:7]1)([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-4-3-5(6-2)7-4/h4H,1-2H3/b6-5-/t4-/m0/s1",65.00774,60.119440000000004,
7710,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1]([O:4][C@@:5]1([H:11])[C:6]([H:12])([H:13])[C@:7]1([C:3]#[N:2])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-7-5-2-4(5)3-6/h4-5H,2H2,1H3/t4-,5-/m0/s1",98.75264,-15.85627,
7711,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:3]([C:7](=[C:6](\[C:5](=[O:4])[H:11])[H:13])/[H:14])\[H:12])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-6-4-2-3-5-7/h2-5H,1H3/b3-2-,6-4+",112.35413,-20.98788,
7712,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1]([N:2]([C:3]1=[O+:4][C-:5]2[C:6]([H:12])([H:13])[C@@:7]12[H:14])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3,6H,2H2,1H3/t3-/m1/s1",98.15464,39.505140000000004,
7713,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1]([N:2]([C:3]1=[C:7]2[C@@:5]([H:11])([O:4]1)[C:6]2([H:12])[H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h4,6H,2H2,1H3/t4-/m0/s1",81.08038,42.91995,
7714,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:3]1\[O:4][C:5]([H:11])([H:12])[C@:7]1([C:6][H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-4-3-7-5(4)6-2/h1,4H,3H2,2H3/b6-5-/t4-/m1/s1",69.51569,67.75222,
7715,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:3]1\[O+:4]=[C-:5][C@:7]1([C:6]([H:11])([H:12])[H:13])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-4-3-7-5(4)6-2/h4H,1-2H3/b6-5-/t4-/m1/s1",54.264759999999995,30.067420000000002,
7716,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C-:1]([N:2]([C:3]1=[O+:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])[H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4,6H,1-2H2/t3-,4+/m1/s1",80.70786,53.23673,
7717,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1](/[N:2]=[C:3]1\[O:4][C@:5]([C:6][H:13])([H:11])[C:7]1([H:12])[H:14])([H:8])([H:9])[H:10],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-4-3-5(6-2)7-4/h1,4H,3H2,2H3/b6-5-/t4-/m0/s1",63.03278,60.55863000000001,
7718,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1](=[N:2][C:3]1=[O+:4][C-:5]([H:11])[C:6]([H:12])([H:13])[C:7]1([H:10])[H:14])([H:8])[H:9],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H7NO/c1-6-5-3-2-4-7-5/h4H,1-3H2",80.23693,27.746859999999998,
7719,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10],[C:1](=[N:2][C:3]1=[C:7]2[C@@:5]([H:11])([O:4]1)[C:6]2([H:12])[H:13])([H:8])[H:9].[H:10][H:14],"InChI=1S/C5H7NO/c1-6-5-3-2-4(3)7-5/h3-4H,2H2,1H3/b6-5-/t3-,4+/m1/s1","InChI=1S/C5H5NO.H2/c1-6-5-3-2-4(3)7-5;/h4H,1-2H2;1H/t4-;/m0./s1",95.83444,80.27338,
7720,[C:1]([C:2]([C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]([H:13])[H:14])[H:11])([H:8])([H:9])[H:10].[C:4](=[C:5]([O:6][C:7]([H:19])([H:20])[H:21])[H:17])([H:15])[H:16].[H:12][H:18],"InChI=1S/C6H14O/c1-3-4-5-6-7-2/h3-6H2,1-2H3","InChI=1S/C3H6O.C3H6.H2/c1-3-4-2;1-3-2;/h3H,1H2,2H3;3H,1H2,2H3;1H",94.43209,47.95138,
7721,[C:1]([C:2]([C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](=[C:2]([C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])([H:12])[H:13])[H:11])([H:8])[H:10].[H:9][H:14],"InChI=1S/C6H14O/c1-3-4-5-6-7-2/h3-6H2,1-2H3","InChI=1S/C6H12O.H2/c1-3-4-5-6-7-2;/h3H,1,4-6H2,2H3;1H",113.86206999999999,30.565340000000003,
7722,[C:1]([C:2]([C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:10])[C:2]([H:11])([H:12])[C:3]([H:13])([H:14])[C:4]([H:15])([H:16])[C:5]1([H:17])[H:18].[O:6]([C:7]([H:19])([H:20])[H:21])[H:9],"InChI=1S/C6H14O/c1-3-4-5-6-7-2/h3-6H2,1-2H3","InChI=1S/C5H10.CH4O/c1-2-4-5-3-1;1-2/h1-5H2;2H,1H3",99.09414,1.2457,
7723,[C:1]([C:2]([C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([H:11])([H:12])[H:18])([H:8])([H:9])[H:10].[C:3]1([H:13])([H:14])[C:4]([H:15])([H:16])[C:5]1([O:6][C:7]([H:19])([H:20])[H:21])[H:17],"InChI=1S/C6H14O/c1-3-4-5-6-7-2/h3-6H2,1-2H3","InChI=1S/C4H8O.C2H6/c1-5-4-2-3-4;1-2/h4H,2-3H2,1H3;1-2H3",115.79443,25.23162,
7724,[C:1]([C:2]([C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]1([H:13])[C:4]([H:15])([H:16])[C:5]1([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10].[O:6]([C:7]([H:19])([H:20])[H:21])[H:14],"InChI=1S/C6H14O/c1-3-4-5-6-7-2/h3-6H2,1-2H3","InChI=1S/C5H10.CH4O/c1-2-5-3-4-5;1-2/h5H,2-4H2,1H3;2H,1H3",95.52637,18.79567,
7725,[C:1]([C:2]([C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([H:8])([H:9])([H:10])[H:14].[C:2](=[C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])[H:13])([H:11])[H:12],"InChI=1S/C6H14O/c1-3-4-5-6-7-2/h3-6H2,1-2H3","InChI=1S/C5H10O.CH4/c1-3-4-5-6-2;/h3H,1,4-5H2,2H3;1H4",115.17846999999999,17.96455,
7726,[C:1]([C:2]([C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4]([C:5](=[O+:6][C-:7]([H:19])[H:20])[H:17])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10].[H:18][H:21],"InChI=1S/C6H14O/c1-3-4-5-6-7-2/h3-6H2,1-2H3","InChI=1S/C6H12O.H2/c1-3-4-5-6-7-2;/h6H,2-5H2,1H3;1H",83.01623000000001,82.72726,
7727,[C:1]([C:2]([C:3]([C:4]([C:5]([O:6][C:7]([H:19])([H:20])[H:21])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4](=[C:5]([H:17])[H:18])[H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10].[O:6]([C:7]([H:19])([H:20])[H:21])[H:16],"InChI=1S/C6H14O/c1-3-4-5-6-7-2/h3-6H2,1-2H3","InChI=1S/C5H10.CH4O/c1-3-5-4-2;1-2/h3H,1,4-5H2,2H3;2H,1H3",68.27776999999999,14.265579999999998,"1,3_Insertion_ROR"
7728,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])([H:8])([H:9])[H:10].[C:6]([O:7][H:17])[H:16],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C5H8.CH2O/c1-5-3-2-4-5;1-2/h3H,2,4H2,1H3;1-2H",146.51369,94.79921999999999,
7729,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]=[C:4]([H:12])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10].[H:11][H:13],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H8O.H2/c1-5-3-2-4-6(5)7;/h2,6-7H,4H2,1H3;1H/t6-;/m1./s1",116.66533999999999,91.95945,
7730,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:3](/[C:4]([H:12])([H:13])[H:14])[H:11])[C@@:6]([C:5][H:15])([O:7][H:17])[H:16])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H10O/c1-4-5(2)6(3)7/h3-4,6-7H,1-2H3/b5-4-/t6-/m1/s1",101.0293,97.48453,
7731,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C@:2]1([C:3](=[C:4]([H:12])[H:13])[H:11])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H10O/c1-3-6(2)4-5(6)7/h3,5,7H,1,4H2,2H3/t5-,6+/m1/s1",83.41784,24.572129999999998,
7732,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:3](/[C:4]([C:5]([H:14])([H:15])[H:17])([H:12])[H:13])[H:11])[C:6](=[O:7])[H:16])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H10O/c1-3-4-6(2)5-7/h4-5H,3H2,1-2H3/b6-4-",80.79243000000001,8.45885,
7733,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([H:8])([H:9])([H:10])[H:17].[C:2]1([C:6](=[O:7])[H:16])=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C5H6O.CH4/c6-4-5-2-1-3-5;/h2,4H,1,3H2;1H4",114.86778999999999,32.796279999999996,
7734,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1](=[C:2]1[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])[H:9].[H:10][H:14],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H8O.H2/c1-3-4-2-5(4)6(3)7;/h4-7H,1-2H2;1H/t4-,5-,6+;/m1./s1",120.4164,58.52018,
7735,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:6]([H:16])[C:5]([H:14])([H:15])[C:4]([H:13])=[C:3]1[H:11])([H:8])([H:9])[H:10].[O:7]([H:12])[H:17],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H8.H2O/c1-6-4-2-3-5-6;/h2,4-5H,3H2,1H3;1H2",64.19048000000001,7.638089999999999,"1,3_Insertion_ROR"
7736,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1](/[C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])=[C:6](\[O:7][H:17])[H:16])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H10O/c1-5(4-7)6-2-3-6/h4,6-7H,2-3H2,1H3/b5-4+",83.67863,21.15393,
7737,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:6]([O:7][H:17])[C:5]([H:14])([H:15])[C:4]([H:12])=[C:3]1[H:11])([H:8])([H:9])[H:10].[H:13][H:16],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H8O.H2/c1-5-3-2-4-6(5)7;/h2-3,7H,4H2,1H3;1H",59.222319999999996,22.261129999999998,
7738,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:3](\[C:4]([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])([H:12])[H:13])[H:11])[H:17])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H10O/c1-2-3-4-5-6-7/h2-3,6H,4-5H2,1H3/b3-2-",84.94762,8.98602,
7739,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:13])[C:3]([H:11])=[C:4]([H:12])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h2-3,5-7H,4H2,1H3/t5-,6+/m0/s1",86.53681999999999,3.3221,
7740,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C@:2]12[C:3]([H:11])=[C:4]([H:13])[C:5]([H:14])([H:15])[C@@:6]1([H:16])[O:7]2)([H:8])([H:9])[H:10].[H:12][H:17],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H8O.H2/c1-6-4-2-3-5(6)7-6;/h2,4-5H,3H2,1H3;1H/t5-,6+;/m1./s1",87.66183000000001,39.31438,
7741,[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]1([O:7][H:17])[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:6]([O:7][H:17])[C:5]([H:14])([H:15])[C:4]([H:12])([H:13])[C:3]1([H:11])[H:16])([H:8])([H:9])[H:10],"InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h3,6-7H,2,4H2,1H3/t6-/m1/s1","InChI=1S/C6H10O/c1-5-3-2-4-6(5)7/h7H,2-4H2,1H3",87.90624,-3.15679,
