solute_inchi,solute_smiles,solute_name,solvent_inchi,solvent_smiles,solvent_name,temperature,temperature_units,solubility reported in paper,std reported in paper,units reported in paper,source,solvent_density [kg/m3],warning_density,experimental_logS [mol/L],logS_warning
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",CCOC(=O)C,ethyl acetate,323.15,K,0.02008,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,864.17,,-0.696569070919692,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,methyl acetate,313.15,K,0.02134,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,906.9,,-0.573325539988021,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,butan-2-one,303.15,K,0.02373,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,794.67,,-0.571764667795269,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",288.15,K,0.02374,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,1040.91,Extrapolation using 14 values from 288.71 K to 338.71 K,-0.541412943320982,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,acetone,293.15,K,0.02468,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,791.25,,-0.462229608926821,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/H2O/h1H2,O,water,303.15,K,0.02694,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,995.66,,0.184841701734335,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",293.15,K,0.0291,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,1034.86,,-0.453141254721411,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C3H6O2/c1-3(4)5-2/h1-2H3,CC(=O)OC,methyl acetate,323.15,K,0.03216,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,884.92,,-0.401031035290714,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,293.15,K,0.03347,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,783.97,,-0.179325170561705,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/CH2Cl2/c2-1-3/h1H2,C(Cl)Cl,dichloromethane,283.15,K,0.03362,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,1342.83,,-0.254567247574259,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,butan-2-one,313.15,K,0.03392,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,784.12,,-0.4178539965855,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,acetone,303.15,K,0.03477,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,780.19,,-0.314967098763986,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,283.15,K,0.03768,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,822.87,,-0.436798156320351,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,283.15,K,0.04118,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,817.49,,-0.324229194523106,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",303.15,K,0.04158,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,1022.3,,-0.297834365359175,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/H2O/h1H2,O,water,313.15,K,0.04198,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,992.21,,0.382744128897915,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,283.15,K,0.04294,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,813.97,,-0.307129627903623,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,283.15,K,0.0448,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,809.41,,-0.290308635371409,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,283.15,K,0.04482,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,795.12,,-0.206748048163241,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/CH2Cl2/c2-1-3/h1H2,C(Cl)Cl,dichloromethane,288.15,K,0.04483,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,1333.88,,-0.127433232529984,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,acetone,313.15,K,0.04839,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,768.9,,-0.171574871487592,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,293.15,K,0.05325,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,814.5,,-0.283945380809162,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",CCC(=O)C,butan-2-one,323.15,K,0.05531,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,773.53,,-0.201687778055198,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,303.15,K,0.05577,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,771.92,,0.045830154911324,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,293.15,K,0.05896,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,809.75,,-0.164360553720079,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/CH2Cl2/c2-1-3/h1H2,C(Cl)Cl,dichloromethane,293.15,K,0.06095,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,1324.94,,0.010443146014356,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,293.15,K,0.06201,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,806.07,,-0.143024620193416,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,293.15,K,0.06429,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,801.92,,-0.128527701339887,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",313.15,K,0.06733,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,1010.96,,-0.08152676393552,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C3H6O/c1-3(2)4/h1-2H3,CC(=O)C,acetone,323.15,K,0.06734,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,757.32,,-0.025912170154237,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,293.15,K,0.07324,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,786,,0.01463624324927,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/H2O/h1H2,O,water,323.15,K,0.07382,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,988.03,,0.640721444316659,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,303.15,K,0.07498,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,807.1,,-0.129199107165592,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,283.15,K,0.07536,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,797.8,,0.14990933929717,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/CH2Cl2/c2-1-3/h1H2,C(Cl)Cl,dichloromethane,298.15,K,0.0785,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,1330,,0.130187899577092,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,303.15,K,0.0877,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,801.84,,0.017288734610507,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,303.15,K,0.09146,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,797.86,,0.03515293584603,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,283.15,K,0.0961,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,811.66,,0.157409787457599,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/CH2Cl2/c2-1-3/h1H2,C(Cl)Cl,dichloromethane,303.15,K,0.09744,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,1306.92,,0.225472138417511,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,303.15,K,0.09898,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,777,,0.152666679593114,Converted from mole fraction
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,303.15,K,0.10632,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,794.42,,0.105822197137916,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,293.15,K,0.11064,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,789.2,,0.328868745689332,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,313.15,K,0.11095,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,799.6,,0.054153137947806,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,283.15,K,0.12232,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,801.4,,0.542504997018237,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,"1,4-dioxane",323.15,K,0.12974,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,998.88,,0.228196845505268,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,InChI=1/C2H3N/c1-2-3/h1H3,CC#N,acetonitrile,313.15,K,0.13108,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,761.56,,0.447195776084943,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,313.15,K,0.13221,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,789.19,,0.210370336343672,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,313.15,K,0.13311,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,793.74,,0.216264055852605,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,293.15,K,0.13963,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,803.5,,0.336712002898532,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,313.15,K,0.14266,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,768,,0.327942995567479,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,313.15,K,0.14578,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,786.92,,0.258397892510601,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",CCO,ethanol,303.15,K,0.1564,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,780.6,,0.497375819262446,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",CCCCCO,pentan-1-ol,323.15,K,0.15806,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,792,,0.227345248374393,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/CH4O/c1-2/h2H,1H3",CO,methanol,293.15,K,0.16571,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,792.1,,0.69130608111313,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-3(2)4/h3-4H,1-2H3",CC(C)O,isopropanol,323.15,K,0.17737,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,759,,0.435350040899068,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",CCC(C)O,butan-2-ol,323.15,K,0.1887,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,780.1,,0.389079800846966,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",CCCO,propan-1-ol,303.15,K,0.19475,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,796,,0.505892443056741,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",CCCCO,butan-1-ol,323.15,K,0.19857,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,785.46,,0.419511212425812,"Mole fraction solubility between 0.1 and 0.2, conversion to logS can be done better"
"InChI=1/C7H11NO3/c1-5(9)8-4-2-3-6(8)7(10)11/h6H,2-4H2,1H3,(H,10,11)/t6-/m0/s1/f/h10H",CC(=O)N1CCC[C@H]1C(=O)O,N-acetyl-l-proline,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",CC(C)CO,Iso-butanol,323.15,K,0.20014,,mole fraction,https://doi.org/10.1021/acs.jced.1c00032,779.43,Extrapolation using 19 values from 274.82 K to 322.04 K,0.420436133028338,"Mole fraction solubility higher than 0.2, conversion to logS is not ok"
